Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,TerminationType,TerminationDescription,Average of Monthly income
40,No,Travel_Rarely,Sales,10,1,Life Sciences,1,837,Female,1,Manufacturing Director,Married,65240,0,Y,13,8,1,9,2,8,7,1,Unk,,65212.2216
33,No,Travel_Rarely,Research & Development,9,3,Medical,1,838,Female,2,Manufacturing Director,Married,28990,1,Y,17,8,0,15,3,15,5,7,Unk,,65212.21383
40,No,Travel_Rarely,Sales,5,5,Life Sciences,1,839,Male,1,Manufacturing Director,Single,52310,1,Y,12,8,2,21,4,21,7,7,Retirement,Page year stock own popular health.,65222.35442
24,No,Travel_Rarely,Sales,10,2,Marketing,1,840,Male,1,Manufacturing Director,Divorced,23560,0,Y,13,8,0,2,5,1,0,0,Involuntary,Form song garden right newspaper.,65225.97032
40,No,Non-Travel,Research & Development,7,3,Medical,1,841,Male,1,Research Scientist,Divorced,28000,3,Y,12,8,2,8,0,2,2,2,Voluntary,Better five blue particularly a media firm.,65237.64146
45,No,Travel_Rarely,Research & Development,4,3,Medical,1,842,Female,3,Laboratory Technician,Divorced,118360,1,Y,22,8,0,10,2,10,7,7,Unk,,65248.07509
35,No,Travel_Rarely,Research & Development,10,1,Life Sciences,1,843,Male,1,Healthcare Representative,Married,109030,0,Y,11,8,0,6,3,5,4,2,Unk,,65233.18946
32,No,Travel_Rarely,Research & Development,22,4,Medical,1,844,Male,1,Sales Executive,Married,29730,3,Y,22,8,0,12,0,7,2,5,Voluntary,When approach anyone hold along.,65220.91113
36,No,Travel_Rarely,Sales,9,3,Marketing,1,845,Female,4,Research Scientist,Single,142750,3,Y,18,8,1,7,5,3,1,2,Unk,,65230.86371
48,No,Travel_Rarely,Research & Development,12,4,Medical,1,846,Male,1,Laboratory Technician,Divorced,55620,8,Y,13,8,1,18,2,8,7,7,Involuntary,National detail star recently.,65209.11921
29,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,847,Female,2,Healthcare Representative,Married,45370,6,Y,18,8,1,5,5,1,0,0,Retirement,Treat role defense or common service network.,65211.80976
33,No,Travel_Rarely,Research & Development,9,1,Medical,1,848,Male,1,Healthcare Representative,Married,76420,2,Y,20,8,1,8,2,2,2,2,Unk,,65217.37861
30,Yes,Travel_Rarely,Research & Development,1,3,Other,1,849,Male,3,Sales Executive,Married,179240,1,Y,13,8,2,10,2,10,6,7,Unk,,65214.23358
38,No,Travel_Frequently,Sales,9,3,Marketing,1,850,Male,1,Manufacturing Director,Married,52040,3,Y,13,8,1,10,2,6,1,2,Unk,,65182.21286
35,No,Travel_Rarely,Sales,7,2,Life Sciences,1,851,Male,1,Sales Executive,Single,22770,1,Y,12,8,1,3,2,3,1,2,Unk,,65185.90449
30,No,Travel_Rarely,Research & Development,14,3,Technical Degree,1,852,Male,5,Research Director,Married,27950,3,Y,13,8,0,9,4,4,1,3,Unk,,65197.82242
35,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,853,Female,1,Research Scientist,Divorced,25320,1,Y,13,8,0,1,2,1,0,0,Resignation,Mrs technology behavior fear.,65208.29117
53,Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,1,854,Male,2,Manager,Married,25590,0,Y,25,8,0,34,2,33,1,9,Unk,,65219.5052
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,855,Female,3,Sales Executive,Married,49080,4,Y,19,8,1,7,3,5,1,4,Retirement,Tree cause agency reduce fine air.,65230.64961
32,No,Non-Travel,Research & Development,10,4,Life Sciences,1,856,Female,5,Research Scientist,Married,23800,4,Y,13,8,0,9,5,6,1,2,Involuntary,All guy thus card fill walk.,65235.19269
48,No,Travel_Rarely,Research & Development,2,5,Life Sciences,1,857,Male,1,Sales Executive,Married,47650,8,Y,12,8,1,10,4,8,7,6,Unk,,65246.85144
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,858,Male,2,Sales Executive,Single,20440,1,Y,11,8,0,1,2,1,0,0,Unk,,65251.80411
55,No,Travel_Rarely,Research & Development,11,1,Medical,1,859,Female,1,Laboratory Technician,Married,26930,1,Y,18,8,0,36,6,36,2,13,Unk,,65264.42005
34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,860,Male,2,Research Scientist,Married,65860,9,Y,18,8,1,9,3,2,2,1,Voluntary,Never few away level attack buy.,65275.21543
26,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,861,Male,1,Research Director,Married,32940,1,Y,11,8,0,1,6,1,0,0,Retirement,American quickly treatment.,65275.0507
38,No,Travel_Rarely,Sales,14,2,Marketing,1,862,Female,1,Sales Executive,Married,41710,0,Y,23,8,0,10,4,9,7,7,Voluntary,Skill shoulder bag suffer.,65284.16174
38,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,863,Female,1,Manufacturing Director,Single,27780,2,Y,13,8,0,8,5,3,1,2,Unk,,65290.80609
36,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,864,Male,1,Research Scientist,Single,23770,6,Y,13,8,2,15,3,1,0,0,Unk,,65301.38145
29,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,865,Male,1,Sales Representative,Single,24040,1,Y,17,8,0,10,3,10,1,5,Voluntary,Finally provide various but.,65313.09363
35,No,Travel_Rarely,Sales,12,2,Life Sciences,1,866,Female,2,Sales Executive,Single,23180,3,Y,19,8,0,10,4,5,0,4,Unk,,65324.73625
39,No,Travel_Rarely,Sales,2,2,Medical,1,867,Female,1,Sales Executive,Married,20080,2,Y,12,8,0,11,3,7,7,6,Voluntary,Line with read most.,65336.6281
29,No,Travel_Frequently,Research & Development,5,1,Medical,1,868,Female,1,Research Scientist,Divorced,62440,1,Y,22,8,0,6,3,6,1,3,Voluntary,Choose thousand know often size company.,65349.40164
50,No,Travel_Rarely,Research & Development,4,2,Medical,1,869,Female,1,Laboratory Technician,Married,27990,4,Y,12,8,1,27,0,1,0,0,Unk,,65350.22304
23,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,870,Female,3,Manager,Married,105520,2,Y,11,8,0,4,2,2,2,2,Involuntary,Employee product meeting who kind.,65360.77379
36,No,Travel_Frequently,Sales,21,3,Life Sciences,1,871,Male,2,Human Resources,Married,23290,3,Y,15,8,0,9,2,3,0,2,Resignation,Suffer phone son property money.,65349.42938
42,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,872,Female,5,Manager,Single,40140,8,Y,13,8,1,24,3,1,0,1,Unk,,65361.31393
35,No,Travel_Rarely,Sales,4,3,Medical,1,873,Female,2,Laboratory Technician,Married,74030,1,Y,12,8,1,10,4,10,6,8,Unk,,65368.44262
34,No,Travel_Frequently,Research & Development,25,1,Life Sciences,1,874,Female,1,Manager,Married,22590,1,Y,14,8,0,8,2,8,7,7,Unk,,65365.99378
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,875,Male,2,Laboratory Technician,Married,69320,1,Y,13,8,0,5,5,5,1,2,Retirement,Space long most area product drug tree.,65378.09106
43,No,Travel_Rarely,Research & Development,1,1,Other,1,876,Male,1,Manager,Divorced,46780,5,Y,25,8,1,8,0,6,0,2,Voluntary,Study way front fly member.,65376.97595
35,No,Travel_Rarely,Sales,6,3,Marketing,1,877,Female,3,Sales Representative,Married,135820,1,Y,17,8,1,1,3,1,0,1,Unk,,65382.23826
46,No,Travel_Rarely,Research & Development,12,4,Technical Degree,1,878,Male,1,Laboratory Technician,Single,23320,1,Y,11,8,0,27,2,26,0,12,Unk,,65362.30116
28,Yes,Travel_Rarely,Human Resources,1,3,Medical,1,879,Female,2,Laboratory Technician,Married,24130,1,Y,16,8,1,1,2,1,0,0,Resignation,Fact soldier film yet president example car.,65374.20442
22,No,Non-Travel,Sales,17,2,Marketing,1,880,Male,3,Sales Executive,Married,97050,1,Y,18,8,2,4,3,4,1,3,Unk,,65385.88502
50,No,Travel_Frequently,Research & Development,3,3,Other,1,881,Male,2,Research Scientist,Married,42940,2,Y,20,8,0,32,2,30,12,13,Voluntary,Thus whether read kitchen itself.,65376.91501
32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,882,Male,3,Research Scientist,Married,47210,3,Y,14,8,1,6,3,3,0,2,Retirement,Bar offer throughout different body quite.,65383.27288
44,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,883,Male,3,Manager,Divorced,25190,0,Y,21,8,2,23,2,22,1,10,Unk,,65388.42404
30,No,Travel_Rarely,Research & Development,4,3,Medical,1,884,Female,1,Research Director,Married,21210,1,Y,13,8,1,6,2,6,1,1,Voluntary,Again kind talk lead.,65399.82138
45,No,Travel_Rarely,Sales,29,2,Technical Degree,1,885,Female,2,Research Scientist,Single,29730,1,Y,12,8,0,10,2,10,1,4,Resignation,Hold parent PM claim star seek.,65412.35394
45,No,Non-Travel,Sales,2,4,Life Sciences,1,886,Male,2,Manufacturing Director,Married,58550,1,Y,14,8,1,10,3,10,4,5,Unk,,65422.4766
31,No,Travel_Frequently,Research & Development,7,3,Medical,1,887,Male,2,Research Scientist,Single,36170,7,Y,21,8,1,10,5,5,0,3,Unk,,65424.42679
36,No,Travel_Rarely,Research & Development,18,1,Medical,1,888,Male,2,Manufacturing Director,Married,67250,9,Y,17,8,1,7,3,3,1,1,Retirement,Nation local peace nation blue official six.,65432.73063
34,No,Travel_Frequently,Sales,28,4,Marketing,1,889,Male,5,Manufacturing Director,Divorced,103250,1,Y,11,8,1,9,3,9,7,2,Unk,,65432.21465
49,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,890,Male,3,Healthcare Representative,Married,69490,1,Y,14,8,1,10,2,9,1,4,Involuntary,Upon writer black.,65421.47401
39,No,Travel_Rarely,Research & Development,6,2,Life Sciences,1,891,Male,3,Research Scientist,Married,106090,2,Y,17,8,1,10,2,7,7,7,Involuntary,Everything discover represent full.,65420.31818
27,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,892,Male,4,Research Scientist,Divorced,44470,1,Y,13,8,0,7,4,7,0,7,Retirement,Effort off over always. Form house mean treat.,65408.76101
35,No,Travel_Rarely,Research & Development,2,3,Medical,1,893,Female,2,Sales Executive,Married,21570,1,Y,25,8,0,16,1,16,1,10,Involuntary,Value class especially.,65414.71291
28,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,894,Male,3,Manufacturing Director,Divorced,46010,0,Y,15,8,2,6,2,5,0,0,Unk,,65427.17941
21,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1,895,Female,1,Laboratory Technician,Single,170990,1,Y,14,8,1,3,2,2,2,2,Involuntary,Actually scene law break four summer ability.,65432.70193
18,Yes,Travel_Frequently,Research & Development,3,5,Medical,1,896,Male,1,Research Director,Single,24790,1,Y,12,8,1,0,2,0,0,0,Resignation,Public evidence bag trouble interesting.,65402.67141
47,No,Travel_Rarely,Research & Development,25,4,Medical,1,897,Male,2,Research Scientist,Married,148520,3,Y,19,8,3,27,3,5,1,0,Unk,,65414.2288
39,No,Travel_Rarely,Sales,2,4,Life Sciences,1,898,Male,1,Laboratory Technician,Divorced,72640,0,Y,17,8,0,11,5,10,0,7,Unk,,65390.57216
40,No,Travel_Rarely,Research & Development,22,1,Life Sciences,1,899,Male,1,Laboratory Technician,Married,56660,1,Y,14,8,1,18,2,18,14,12,Unk,,65388.50797
35,No,Non-Travel,Research & Development,29,3,Medical,1,900,Female,2,Sales Executive,Married,78230,1,Y,13,8,1,15,3,14,2,9,Retirement,Alone need gun surface. Bar involve wait often.,65390.99402
37,No,Travel_Rarely,Research & Development,29,4,Technical Degree,1,901,Male,1,Laboratory Technician,Married,78800,3,Y,12,8,1,9,2,4,0,2,Unk,,65387.33618
39,No,Travel_Frequently,Research & Development,2,3,Technical Degree,1,902,Female,2,Manager,Single,131940,0,Y,11,8,0,10,2,9,3,8,Voluntary,Draw interest over. Vote late marriage kind.,65383.51382
45,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,903,Female,2,Laboratory Technician,Divorced,50670,1,Y,11,8,2,10,3,10,3,9,Resignation,Finish join stage start page your seem.,65364.54105
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,904,Female,3,Sales Executive,Married,50790,3,Y,11,8,0,10,3,5,0,2,Retirement,Figure yard develop TV enjoy late standard.,65368.73111
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,905,Male,3,Healthcare Representative,Married,23210,9,Y,12,8,1,15,0,13,6,0,Unk,,65372.88933
37,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,906,Female,2,Healthcare Representative,Married,174440,1,Y,14,8,0,8,4,8,7,7,Unk,,65384.91869
40,No,Travel_Rarely,Research & Development,8,3,Technical Degree,1,907,Female,2,Healthcare Representative,Single,24040,6,Y,17,8,0,18,2,4,3,3,Unk,,65353.79566
44,No,Travel_Frequently,Sales,2,2,Marketing,1,908,Male,1,Laboratory Technician,Married,34520,4,Y,11,8,1,14,2,10,0,2,Retirement,Authority our technology administration section.,65365.58949
48,No,Travel_Frequently,Sales,10,4,Marketing,1,909,Female,3,Manager,Married,22700,2,Y,14,8,3,23,2,2,2,2,Unk,,65374.39749
35,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,1,910,Male,2,Manager,Divorced,173990,6,Y,12,8,0,7,3,2,2,2,Retirement,Author often return hold compare natural.,65386.58669
24,No,Travel_Frequently,Research & Development,15,3,Life Sciences,1,911,Male,2,Research Scientist,Single,54880,1,Y,22,8,1,6,6,6,1,3,Resignation,Wonder specific own others card. See else drop.,65355.55714
27,No,Travel_Rarely,Sales,10,4,Life Sciences,1,912,Male,3,Sales Executive,Married,194190,7,Y,14,8,1,5,2,3,0,2,Unk,,65358.55101
27,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,913,Male,1,Research Scientist,Single,28110,2,Y,20,8,0,6,3,4,1,2,Retirement,Though upon remember later.,65321.72098
40,Yes,Travel_Rarely,Sales,16,4,Marketing,1,914,Male,1,Research Director,Single,36330,3,Y,16,8,2,10,0,4,0,3,Retirement,My himself avoid traditional simply wait.,65332.36202
29,No,Travel_Rarely,Research & Development,20,1,Medical,1,915,Female,2,Manager,Single,41630,9,Y,15,8,1,8,4,5,1,4,Unk,,65340.65789
36,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,916,Female,3,Sales Executive,Married,21320,4,Y,20,8,0,9,1,3,0,2,Retirement,Win paper unit drug nearly card.,65347.44206
25,No,Travel_Frequently,Sales,5,1,Marketing,1,917,Male,4,Manufacturing Director,Divorced,139730,1,Y,14,8,0,7,3,7,0,7,Voluntary,Effort situation use necessary.,65360.04293
39,No,Travel_Rarely,Sales,10,3,Marketing,1,918,Female,2,Research Director,Married,26840,4,Y,12,8,0,7,2,5,1,0,Unk,,65338.75179
49,No,Travel_Rarely,Sales,4,2,Life Sciences,1,919,Male,2,Research Director,Married,108450,3,Y,24,8,0,27,4,4,1,2,Unk,,65349.77663
50,No,Travel_Rarely,Research & Development,2,2,Medical,1,920,Male,3,Sales Executive,Divorced,43770,5,Y,12,8,1,19,2,14,1,11,Retirement,Today situation minute figure friend opportunity.,65337.43054
20,No,Travel_Rarely,Research & Development,18,4,Medical,1,921,Female,2,Sales Executive,Single,37430,1,Y,13,8,1,2,2,2,2,2,Retirement,Guess fight various decade second pattern.,65343.61032
34,No,Travel_Rarely,Research & Development,10,3,Medical,1,922,Male,3,Laboratory Technician,Divorced,41480,1,Y,11,8,0,11,3,11,7,9,Involuntary,They behind war evening. Particular film war yes.,65351.61078
36,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,923,Female,2,Healthcare Representative,Single,10510,2,Y,14,8,0,15,2,4,1,3,Retirement,Behind bar item management.,65358.4547
49,No,Travel_Rarely,Human Resources,6,2,Life Sciences,1,924,Female,2,Research Scientist,Married,107390,2,Y,11,8,3,30,3,15,2,12,Unk,,65374.18411
36,No,Non-Travel,Research & Development,8,4,Life Sciences,1,925,Male,4,Laboratory Technician,Married,103880,0,Y,14,8,0,4,2,3,1,2,Unk,,65362.13138
36,No,Travel_Rarely,Research & Development,2,2,Medical,1,926,Female,2,Healthcare Representative,Divorced,114160,6,Y,16,8,0,13,2,5,0,4,Voluntary,Series significant out.,65351.07891
54,No,Travel_Rarely,Sales,24,3,Marketing,1,927,Male,1,Laboratory Technician,Married,26000,3,Y,14,8,0,36,5,10,4,7,Involuntary,Will message south game.,65337.06946
43,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,928,Female,1,Research Scientist,Married,24220,1,Y,11,8,1,14,2,14,6,11,Involuntary,Wear happen goal choice must.,65348.36348
35,Yes,Travel_Frequently,Research & Development,17,4,Medical,1,929,Male,1,Research Director,Single,54720,3,Y,11,8,1,13,3,11,6,7,Resignation,Common paper smile way career capital.,65360.17519
38,No,Travel_Frequently,Research & Development,19,2,Life Sciences,1,930,Male,2,Research Scientist,Married,24510,7,Y,12,8,1,19,3,13,2,9,Voluntary,List remember benefit memory also deal people.,65363.23183
29,No,Travel_Rarely,Research & Development,1,2,Medical,1,931,Male,2,Sales Representative,Divorced,42400,1,Y,14,8,0,10,2,10,0,9,Retirement,Fast whether mouth physical.,65374.97126
33,No,Travel_Rarely,Research & Development,7,3,Medical,1,932,Male,5,Sales Executive,Divorced,109990,1,Y,18,8,3,6,3,6,0,4,Retirement,Involve study commercial billion and.,65381.57517
32,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,933,Male,5,Research Scientist,Divorced,50030,NA,Y,13,8,0,10,5,9,1,6,Unk,,65368.74928
31,No,Travel_Rarely,Research & Development,28,4,Technical Degree,1,934,Female,2,Sales Executive,Married,127420,1,Y,11,8,0,10,4,10,0,2,Unk,,65373.16077
49,No,Travel_Rarely,Research & Development,2,4,Medical,1,935,Male,1,Laboratory Technician,Divorced,42270,4,Y,18,8,0,17,3,2,2,2,Voluntary,Second scene guy age alone sing year pick.,65355.3107
38,No,Travel_Frequently,Sales,29,2,Medical,1,936,Female,1,Sales Executive,Single,39170,1,Y,15,8,3,4,2,4,3,3,Retirement,Rock entire unit amount hope seem hotel.,65361.95396
47,No,Travel_Rarely,Research & Development,1,4,Medical,1,937,Male,3,Laboratory Technician,Divorced,183030,6,Y,22,8,1,29,2,3,1,2,Unk,,65369.49338
49,No,Travel_Rarely,Research & Development,21,3,Medical,1,938,Male,2,Manufacturing Director,Single,23800,4,Y,13,8,0,23,3,8,0,0,Voluntary,Create although card she best and music.,65335.61474
41,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,939,Female,4,Manager,Single,137260,3,Y,12,8,0,21,6,2,0,2,Unk,,65347.57776
20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,940,Male,1,Sales Representative,Single,47770,1,Y,18,8,1,2,3,2,0,2,Voluntary,Just information assume act possible work later.,65326.85969
33,No,Non-Travel,Research & Development,18,2,Medical,1,941,Female,2,Healthcare Representative,Divorced,63850,1,Y,13,8,0,7,6,6,1,2,Unk,,65331.91931
36,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1,942,Male,3,Sales Executive,Married,199730,6,Y,12,8,0,10,2,3,0,2,Unk,,65332.3465
44,No,Travel_Rarely,Research & Development,9,3,Technical Degree,1,943,Female,3,Healthcare Representative,Divorced,68610,4,Y,12,8,0,8,2,2,2,2,Unk,,65293.59285
23,Yes,Travel_Rarely,Human Resources,6,3,Life Sciences,1,944,Female,3,Laboratory Technician,Single,49690,1,Y,12,8,0,5,3,5,1,2,Unk,,65292.63628
38,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,945,Male,1,Sales Executive,Married,198450,7,Y,11,8,1,7,3,0,0,0,Involuntary,Tax thousand few tonight seek.,65297.13791
53,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,946,Male,4,Research Director,Married,133200,3,Y,11,8,0,11,2,4,1,2,Unk,,65258.70996
48,Yes,Travel_Frequently,Sales,10,2,Marketing,1,947,Male,1,Healthcare Representative,Married,63470,2,Y,12,8,1,19,3,9,7,7,Resignation,Account Republican reduce right.,65239.09642
32,Yes,Travel_Rarely,Sales,1,3,Life Sciences,1,948,Male,2,Research Scientist,Single,27430,1,Y,19,8,1,1,2,1,0,0,Unk,,65239.60728
26,No,Non-Travel,Research & Development,18,2,Medical,1,949,Male,1,Human Resources,Single,108800,1,Y,23,8,1,7,5,7,5,7,Unk,,65250.5286
55,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,950,Male,5,Laboratory Technician,Divorced,23420,5,Y,11,8,2,8,2,4,1,2,Retirement,Example field consider before old yes on since.,65237.94568
34,No,Travel_Rarely,Sales,28,3,Life Sciences,1,951,Female,2,Research Scientist,Married,176500,1,Y,19,8,1,15,6,15,4,13,Resignation,Current budget certain interview increase.,65250.03179
60,No,Travel_Rarely,Sales,17,4,Medical,1,952,Male,1,Manager,Divorced,40250,3,Y,13,8,1,19,5,1,0,0,Unk,,65217.86933
33,No,Travel_Rarely,Sales,3,3,Life Sciences,1,953,Male,3,Manager,Married,97250,1,Y,11,8,0,14,0,14,2,13,Unk,,65225.08965
37,No,Travel_Frequently,Research & Development,13,3,Life Sciences,1,954,Male,1,Laboratory Technician,Divorced,119040,1,Y,12,8,1,6,4,6,1,3,Unk,,65215.82586
34,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,955,Male,1,Healthcare Representative,Married,21770,1,Y,13,8,0,10,5,10,8,7,Unk,,65200.25174
23,Yes,Travel_Rarely,Research & Development,12,2,Medical,1,956,Male,2,Research Scientist,Divorced,75250,1,Y,14,8,2,3,2,3,0,2,Unk,,65212.822
44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,957,Male,1,Research Scientist,Married,48340,1,Y,14,8,0,9,1,8,6,7,Resignation,Affect bar himself mention serious.,65209.91604
35,No,Travel_Frequently,Research & Development,13,3,Life Sciences,1,958,Male,3,Sales Executive,Single,20420,0,Y,16,8,0,6,2,5,1,4,Resignation,Thousand every job spring more store.,65214.80162
43,No,Travel_Rarely,Research & Development,25,4,Life Sciences,1,959,Male,2,Sales Executive,Married,22200,1,Y,11,8,0,10,2,10,8,8,Unk,,65227.7781
24,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,960,Male,3,Sales Executive,Married,10520,1,Y,13,8,0,5,3,5,0,4,Involuntary,Realize view write beautiful.,65240.24631
41,No,Travel_Rarely,Sales,6,4,Marketing,1,961,Male,1,Research Scientist,Single,28210,1,Y,17,8,0,10,3,10,8,7,Voluntary,Training run sport prevent toward yet.,65256.10725
29,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,962,Male,2,Research Scientist,Married,192370,9,Y,11,8,1,9,2,5,1,2,Resignation,Approach better little check.,65266.84836
36,No,Travel_Rarely,Human Resources,1,4,Life Sciences,1,963,Female,3,Research Scientist,Single,41070,3,Y,11,8,1,17,2,13,6,7,Unk,,65229.9855
45,No,Non-Travel,Sales,2,3,Life Sciences,1,964,Female,2,Manufacturing Director,Married,83960,3,Y,15,8,2,25,3,23,14,4,Unk,,65236.99449
24,Yes,Travel_Rarely,Sales,6,2,Medical,1,965,Female,2,Manager,Married,20070,1,Y,12,8,0,1,2,1,0,0,Unk,,65231.56123
47,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,966,Female,2,Sales Executive,Married,196270,7,Y,11,8,2,25,1,23,14,10,Involuntary,Because wind like.,65244.67054
26,No,Travel_Rarely,Research & Development,9,1,Medical,1,967,Male,1,Sales Executive,Married,106860,1,Y,14,8,1,3,2,3,0,2,Voluntary,On beyond process before event.,65206.62602
45,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,968,Male,1,Research Director,Single,29420,1,Y,22,8,1,21,4,21,8,6,Unk,,65194.52803
32,No,Travel_Frequently,Sales,1,1,Marketing,1,969,Male,2,Laboratory Technician,Married,88580,6,Y,16,8,1,10,2,5,1,3,Resignation,Father change close.,65204.92156
31,No,Travel_Rarely,Research & Development,14,2,Life Sciences,1,970,Male,1,Sales Executive,Married,167560,1,Y,11,8,2,6,5,5,0,3,Resignation,Vote look produce consider Mr war.,65198.12845
41,No,Non-Travel,Sales,2,2,Medical,1,971,Male,2,Research Scientist,Married,107980,6,Y,14,8,2,10,5,3,1,2,Voluntary,Science fall always move thank seat huge.,65168.37209
40,No,Travel_Rarely,Research & Development,22,2,Technical Degree,1,972,Male,1,Healthcare Representative,Married,23230,2,Y,16,8,1,18,2,1,0,0,Involuntary,Mr chair subject then technology.,65155.92323
24,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,973,Female,1,Research Scientist,Divorced,14160,1,Y,15,8,1,6,3,6,1,2,Unk,,65168.11809
46,No,Travel_Rarely,Research & Development,6,3,Medical,1,974,Male,4,Sales Executive,Single,46150,6,Y,12,8,0,19,3,10,0,9,Resignation,Ability bed police onto exactly south.,65182.95898
35,No,Travel_Rarely,Sales,8,4,Life Sciences,1,975,Male,1,Laboratory Technician,Married,24610,2,Y,20,8,1,17,4,7,0,7,Unk,,65188.49825
30,No,Travel_Rarely,Sales,9,4,Marketing,1,976,Male,1,Laboratory Technician,Married,87220,1,Y,17,8,1,10,3,10,0,8,Unk,,65200.3115
47,No,Non-Travel,Research & Development,3,2,Life Sciences,1,977,Female,2,Sales Executive,Married,39550,7,Y,12,8,1,4,5,1,0,0,Unk,,65193.89924
46,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,978,Female,3,Sales Executive,Divorced,99570,4,Y,20,8,0,13,1,10,0,3,Involuntary,Third cost above management anything.,65201.36906
36,Yes,Travel_Rarely,Research & Development,1,3,Medical,1,979,Male,2,Manufacturing Director,Divorced,33760,5,Y,20,8,0,16,3,2,2,2,Involuntary,President TV note reach bad.,65191.3549
32,Yes,Travel_Rarely,Research & Development,26,3,Medical,1,980,Female,2,Research Director,Single,88230,6,Y,13,8,2,10,3,0,0,0,Unk,,65200.51588
23,No,Travel_Rarely,Sales,6,4,Life Sciences,1,981,Male,3,Manufacturing Director,Single,103220,1,Y,14,8,2,3,2,3,1,2,Unk,,65193.80175
31,No,Travel_Frequently,Sales,3,3,Marketing,1,982,Male,2,Sales Executive,Single,46210,2,Y,18,8,1,9,3,5,1,4,Unk,,65182.71216
39,No,Non-Travel,Research & Development,3,3,Life Sciences,1,983,Female,2,Manufacturing Director,Married,109760,1,Y,11,8,0,9,3,9,5,8,Retirement,On sport growth now general.,65188.24679
32,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,984,Male,1,Research Scientist,Married,36600,3,Y,11,8,2,10,0,4,0,2,Resignation,Else behind none grow up significant behavior.,65175.24074
40,No,Travel_Rarely,Sales,6,3,Life Sciences,1,985,Male,3,Manufacturing Director,Single,104820,1,Y,11,8,1,21,6,21,12,8,Unk,,65183.58144
45,No,Travel_Rarely,Research & Development,19,4,Medical,1,986,Male,1,Sales Representative,Married,71190,4,Y,15,8,0,9,2,5,0,3,Unk,,65172.00876
30,No,Travel_Frequently,Sales,9,3,Life Sciences,1,987,Male,1,Research Director,Single,95820,0,Y,12,8,1,10,2,9,0,7,Retirement,Daughter case most. Even most man even.,65170.25117
24,No,Travel_Frequently,Sales,3,4,Marketing,1,988,Male,1,Sales Executive,Married,45080,0,Y,11,8,1,3,5,2,2,1,Involuntary,Else skin force security brother experience.,65161.29711
30,Yes,Travel_Frequently,Research & Development,10,3,Life Sciences,1,989,Female,1,Human Resources,Divorced,22070,6,Y,14,8,0,6,4,4,1,2,Unk,,65167.1654
31,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,990,Male,3,Laboratory Technician,Married,77560,1,Y,15,8,2,6,3,5,0,2,Unk,,65179.76323
